id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
2zalLWFz4XwW6FZ0qsZE3Q,0.259,0.363,0.909,0.00123,0.718,-4.142,0.128,121.362,0.583
3XFaYZt3A0CHDnEE3U8cQV,0.0767,0.413,0.867,0.00503,0.343,-4.713,0.0348,129.017,0.811
0RoQbvPKZOZrAbHfvUubf0,0.00686,0.171,0.989,0.000475,0.904,-4.568,0.164,157.806,0.382
1GRZvqBymMRexC6iuZoyja,0.00517,0.227,0.991,0.16,0.99,-5.166,0.254,167.919,0.167
0cYj2BqDDlLgmoBkOBZY4q,2.41e-05,0.122,0.989,0.673,0.942,-4.603,0.106,159.883,0.289
5W5n3usWjrq1L7m0CMUszP,0.216,0.381,0.729,0.0685,0.836,-6.82,0.0393,147.649,0.425
0rIFfntFgdQPsudyFaslJ8,0.0878,0.523,0.81,0.0549,0.746,-6.851,0.0381,97.498,0.73
0aUSIOfNmf9R171p9UP59B,0.237,0.397,0.927,0.000533,0.673,-4.652,0.137,137.841,0.427
6W1On3WS91VWwdXMs5oTAK,0.22,0.468,0.946,0.0269,0.381,-4.014,0.0399,139.318,0.674
60JkIYYycb7g6PDJGuGpI4,0.148,0.51,0.975,0.111,0.0805,-2.683,0.0395,135.335,0.942
79jd4muO4rnLcCwl9GaBOy,0.000267,0.219,0.925,0.428,0.922,-4.903,0.0559,178.251,0.467
7DP44czst4J3LVEKKCFvkr,0.00743,0.276,0.957,0.0,0.196,-4.688,0.0641,198.193,0.808
4NbtGIHQR4tExGyfEKoj2W,0.325,0.482,0.707,0.934,0.123,-12.707,0.0262,148.61,0.649
5w9aPPZv98kgoY3uAdYgic,0.438,0.242,0.865,0.00409,0.976,-4.04,0.0744,78.828,0.369
5M65wHGR5QMlbfwMPjqxqK,0.259,0.467,0.903,0.0553,0.492,-5.159,0.0369,147.406,0.869
6B47EljW5S71rqH6Xjo0RU,0.000831,0.501,0.892,0.000394,0.0626,-5.191,0.0554,98.474,0.601
7CpnsRAaP41w1UDVMx731F,0.274,0.691,0.668,0.0,0.0866,-7.205,0.0359,129.724,0.899
3v9IBMSqQqdG8XYGOHIXkR,0.000243,0.338,0.899,0.386,0.154,-5.51,0.0464,150.49,0.575
0Vl94RT8aRp9Ft4GjFNEMM,0.412,0.328,0.589,6.31e-05,0.67,-6.759,0.0291,80.367,0.287
58csU3U0rIqEceSdUMVHLS,0.323,0.279,0.967,0.0067,0.836,-4.809,0.28,129.096,0.168
0HAcpXZfrZDZEBVEvC2m8n,0.214,0.429,0.783,0.0406,0.438,-9.229,0.03,112.857,0.844
1ANGrkuyDlTrpgdhyZR5yY,0.00122,0.331,0.959,0.237,0.815,-4.186,0.0535,76.715,0.522
3Dkr0IVXCLmRkYRXAYzTOL,0.0181,0.447,0.537,0.756,0.133,-11.627,0.0282,111.085,0.643
3Sl3T2oviTzPcy8doaXgBC,0.0462,0.292,0.985,0.0259,0.969,-2.458,0.24,156.543,0.206
5uiY2gspazi1pstCeul8Ou,0.172,0.204,0.942,0.0165,0.904,-4.185,0.141,76.782,0.358
3u06WsJ1KtvEqmmmZqy76J,0.0962,0.403,0.65,0.00293,0.248,-4.279,0.0269,83.957,0.53
7xpqm6MDf9RsHQnelJPIVM,0.457,0.367,0.979,0.219,0.928,-3.459,0.189,141.009,0.331
0xULmONvBMOspIStFLs5j4,0.535,0.583,0.575,0.0836,0.965,-8.946,0.0437,98.106,0.649
15AguQqrQk3A4MoyvzJgBO,0.339,0.561,0.958,0.000831,0.97,-5.278,0.0617,107.872,0.631
4jTSdsKrfzBtJhBAlFwKbB,0.0145,0.887,0.555,0.00612,0.0584,-10.788,0.0643,105.415,0.889
4LVJXIr8CiZuj35lvzzA9y,0.153,0.653,0.377,0.693,0.213,-10.707,0.0857,87.527,0.447
3FuZ5q79RH7xrQmIUHjUSk,0.406,0.434,0.915,0.0757,0.973,-6.968,0.0761,117.337,0.423
03AbxguWXpMnkR7HnSlxKG,0.168,0.643,0.811,0.014,0.913,-9.113,0.0578,106.932,0.647
6FLYh8LPuqJ5LLzp5vhapl,0.4,0.398,0.504,0.0187,0.0704,-9.04,0.0322,98.459,0.295
5k7qIp8ePjwqwAZ9ADztRh,0.743,0.461,0.862,0.045,0.106,-9.889,0.11,125.964,0.138
6cD7g4GwPJh1MO8TKI9arI,0.365,0.597,0.893,0.000209,0.918,-6.658,0.036,107.473,0.649
42EfCAeyjoVRx4CEoze6CN,0.0419,0.618,0.812,0.809,0.0465,-8.318,0.0598,85.983,0.881
22dtYIbap7KXxccSXqjksD,0.0904,0.388,0.987,0.0411,0.988,-3.972,0.255,144.367,0.246
73FUI7y7l4wy0QuFJyNFYT,0.109,0.453,0.817,3.73e-05,0.93,-5.283,0.0307,93.726,0.671
1Y68wEpLrQAlnBZRY2deRn,0.162,0.227,0.978,0.917,0.986,-6.262,0.103,155.773,0.481
1YEVYmbnEoiBbZjrKbztEB,0.597,0.361,0.6,7.88e-05,0.92,-11.572,0.0833,151.516,0.387
6Hwt7qupTUF2Qea5fQ7tYY,0.422,0.247,0.999,0.981,0.841,-8.598,0.128,55.581,0.0165
4oOU3GgiZblheOI9JUmM1f,0.0654,0.57,0.957,0.0802,0.123,-2.886,0.0458,139.872,0.903
2p2c6x6yG6XINdldUHH2Ru,0.00424,0.604,0.763,0.0252,0.0548,-9.254,0.0396,124.475,0.768
5phU9E8mSH2bqBTRSkoVRq,0.00151,0.431,0.596,0.00407,0.0642,-9.121,0.0269,96.711,0.541
1V25DJ3ghDJs8m58jbVMbf,0.0144,0.439,0.977,0.0221,0.383,-4.386,0.128,105.124,0.364
2RrHSXeVniB3IULwfPKQ0V,0.139,0.456,0.969,0.000766,0.925,-3.582,0.0961,112.632,0.499
46DrcK6g62mgQ9y3siauiN,0.0861,0.344,0.978,0.0228,0.275,-3.888,0.123,135.341,0.17
604Gd9znHCiuPEw3NlBOYr,0.0868,0.369,0.977,0.000621,0.967,-4.552,0.306,148.352,0.387
0yprXO8L6NyKu2AIl5ck8C,0.0199,0.342,0.976,0.00863,0.967,-3.456,0.195,137.945,0.141
1wdwPpcjdfUGP3cqYXADbl,0.223,0.317,0.492,6.59e-06,0.192,-8.789,0.0317,177.591,0.176
1ainbI65iGCqgkqi0cJd1E,0.258,0.183,0.967,0.688,0.87,-13.77,0.088,46.525,0.0159
3FdOF1YXdq32A99HXocUig,0.125,0.533,0.86,0.0,0.93,-4.713,0.048,121.313,0.594
5w8br4p3i5TfWfTUEM8b2s,4.03e-05,0.104,0.953,0.197,0.971,-3.149,0.0655,157.186,0.486
44Bhe5iLqW9OmHwqs6PJlK,0.428,0.224,0.969,0.000178,0.944,-5.205,0.22,156.751,0.137
2qZICZ1FBFd8HBv88UJ2J8,0.34,0.217,0.943,0.00373,0.929,-4.932,0.125,164.175,0.497
4IuDn68gDUOvcRzgyyH4aL,0.17,0.677,0.936,0.0102,0.0767,-4.452,0.0985,105.399,0.696
4HCZ9pCfjM8rbdnGqDacYD,0.00403,0.5,0.997,0.00244,0.368,-2.917,0.11,144.529,0.439
1EdD9H50BlPO8eHD7oEXFC,0.409,0.393,0.939,0.544,0.965,-8.853,0.271,101.056,0.446
4FuwLhBiHFOinjkXyi1GN7,0.541,0.446,0.915,0.296,0.966,-6.404,0.0975,117.936,0.526
44cLwNvsEvAhskffs0nDnm,0.386,0.728,0.933,0.0497,0.109,-8.349,0.036,125.318,0.968
79IYaYzdSGKufAQNoN2nPs,0.642,0.282,0.67,3.31e-06,0.945,-7.767,0.0499,78.098,0.476
6afU1pYAhsMCaUxvExIuSC,0.483,0.33,0.851,0.0222,0.978,-4.562,0.0829,121.496,0.348
3PQBGP2sZ3qwdUqUYBuCiu,0.0555,0.426,0.982,0.0382,0.981,-4.4,0.143,135.528,0.509
3rZmvRfoboInopoGZ2GsT8,0.0607,0.423,0.97,0.0516,0.975,-6.179,0.101,78.767,0.463
3tGCxbXINNxHSv1rqIMhOv,0.114,0.286,0.978,0.917,0.903,-6.113,0.135,189.824,0.701
2LOjRavtASaLDNtRPO9c6x,0.337,0.355,0.809,0.118,0.772,-6.231,0.101,133.791,0.42
0vT9FrD9CKuaospFW6kkRv,0.0785,0.483,0.882,0.0108,0.94,-5.079,0.0891,123.248,0.609
5m96zDBZcwqV52A0CPmXj4,0.00527,0.157,0.977,0.562,0.961,-4.198,0.107,141.473,0.228
5Rsrz7d2Z31K2Qx09jQR1g,0.00303,0.203,0.978,0.0138,0.979,-4.437,0.113,149.338,0.209
5vVR8Z021lnY7hrHCNSP8c,0.000497,0.184,0.973,0.275,0.954,-4.176,0.0656,156.605,0.6
2TIYJYrmg5XUZIoRIpHSnf,0.00759,0.323,0.615,0.111,0.82,-10.935,0.0318,107.369,0.315
5OOPWKx9NoFQDLOPjfWKzE,0.228,0.197,0.979,0.712,0.993,-5.8,0.0954,171.766,0.57
0tBxqz8qs9iVfktUiIqWph,8.94e-06,0.261,0.948,0.0359,0.299,-8.118,0.0575,156.653,0.496
4FbMzbRKaa8hTuDUHtLv6A,0.489,0.401,0.986,0.666,0.976,-5.755,0.14,138.949,0.493
1gAzpveRbAlqdvDqhuMVIC,0.359,0.622,0.851,0.0532,0.0711,-6.67,0.0468,107.938,0.741
5B6dNqpj0T3qPTRrFEU2br,0.184,0.419,0.827,0.0,0.198,-10.801,0.0611,78.466,0.782
7u1GgiJP6GGh8613jIk9Ew,0.148,0.636,0.675,8.56e-05,0.106,-12.369,0.0371,145.915,0.805
1YhynJBF47awv9nphn3gd7,0.00226,0.463,0.86,0.00502,0.697,-5.475,0.0359,106.678,0.666
7FRjOlIq5wes9zoLhQDwWx,0.00765,0.351,0.977,0.627,0.898,-3.308,0.0618,137.389,0.485
4A0oGykvqU944YwUvY5pJj,0.256,0.328,0.87,0.429,0.885,-4.573,0.0818,146.586,0.568
1E0umkUUHtmrVX7sgNMtTt,0.149,0.591,0.609,0.811,0.119,-10.012,0.036,141.994,0.733
6Iyyk6kaHOveBrLDsqzkCw,0.22,0.413,0.925,0.0125,0.542,-5.433,0.286,142.767,0.467
6s5qv2MU7I4PWlrWheookX,0.16,0.387,0.935,0.0227,0.173,-4.498,0.0758,129.7,0.659
6mAGUsHA1TRCw2M7mkbZxz,0.019,0.234,0.967,0.322,0.919,-5.615,0.124,166.706,0.633
4wZX9zG3glbRoznqz1uhiI,0.00154,0.239,0.963,0.47,0.795,-4.126,0.0552,83.126,0.664
1qA4qY3MhSNKShNB2lDcID,0.0893,0.544,0.904,0.00895,0.398,-7.789,0.138,117.116,0.447
7uq3GDkDHK9dpwIwKKuNtH,0.247,0.165,0.997,0.0,0.913,-10.224,0.132,127.786,0.0249
2Ca7aZVEP8fQvOmocm0BYP,0.00475,0.396,0.866,0.412,0.732,-5.595,0.0416,99.532,0.804
3ZhhSS4ROx1S47BSqhRUjf,0.372,0.443,0.825,0.497,0.143,-5.216,0.118,184.656,0.378
3HSYXGbbyAYPzsRO92s7MF,0.414,0.452,0.733,0.0338,0.467,-9.367,0.101,78.456,0.475
6BhlvPauirxShSGII64gRY,0.0623,0.318,0.97,0.0821,0.981,-4.007,0.0918,141.093,0.413
5CpDf8l1ur0VMYenbbQhQZ,0.0546,0.743,0.366,0.0419,0.196,-10.311,0.0369,97.595,0.576
4NjjJewzeJi4E2ppnkL5iq,0.113,0.775,0.66,0.0518,0.0498,-10.089,0.0698,94.249,0.854
4AHir3j8oYCxSBkZOXgqy6,0.0016,0.401,0.984,0.000855,0.97,-5.83,0.102,115.993,0.466
7iEFja3s31vhM0KVKqL3xO,0.39,0.512,0.986,0.59,0.0597,-2.897,0.229,169.018,0.398
78MZbviJfEoaSZ2khvPMge,0.383,0.506,0.932,0.0067,0.684,-3.127,0.0934,134.276,0.6
07FifLO7Pnzf9NKIHhPfLa,0.0764,0.432,0.974,0.00285,0.0903,-4.048,0.178,175.257,0.652
4rCvFIHP94V7bUYg1ZyT6C,0.181,0.51,0.863,0.00139,0.45,-10.668,0.0505,77.827,0.769
3As7nxoMY2gOMxVdksIU2F,0.994,0.46,0.142,0.827,0.138,-24.408,0.173,154.259,0.444
5ZzhevdZH02TAeuS6vHCaq,0.0192,0.427,0.978,0.569,0.544,-7.296,0.0544,152.285,0.618
5XoxicCLs7FZbGGtliOh9V,0.303,0.267,0.985,0.344,0.967,-5.808,0.118,146.544,0.321
0mq6cO9fAL0T2PGolVVV9S,0.752,0.648,0.529,0.0,0.407,-9.36,0.101,144.127,0.573
2vNUmmXtQ15XBuMxaRV1h8,0.0309,0.409,0.973,0.199,0.295,-5.033,0.126,166.601,0.348
7hnehY2vACxvGRAarPmK1o,0.663,0.421,0.252,0.193,0.143,-21.548,0.0495,82.951,0.495
3ax9DQN3QeVIvNh5XdVtr7,0.0492,0.372,0.985,0.00217,0.809,-4.506,0.135,139.787,0.433
7eMwaVUReTSTkGPbsWzdOV,0.00663,0.351,0.977,0.113,0.996,-4.315,0.104,141.44,0.234
7zJobhMVgGeYxGxSPcdw33,0.0303,0.158,0.855,0.0219,0.708,-7.001,0.078,99.535,0.0612
5ofQTHkqt6KesCcCUFYgns,0.000293,0.333,0.961,0.000543,0.951,-5.772,0.146,78.24,0.25
7rFJyjErNu0gevR0BSnNul,0.25,0.618,0.828,2.12e-05,0.0219,-5.245,0.0709,165.279,0.859
6cnHxTJksTkwrf2W3Sg6rf,0.257,0.449,0.994,0.0819,0.93,-2.701,0.0557,157.88,0.451
36cUttPdHVwUERcPdJDQhG,0.154,0.451,0.895,0.0111,0.981,-8.068,0.15,113.836,0.354
7Lu3B8wnt2DZjgtCp1Sbvv,0.00276,0.478,0.888,0.0588,0.18,-7.15,0.0743,169.245,0.571
3f94fBYgfxLHqAniBXLxOe,0.0196,0.304,0.995,0.0127,0.943,-2.077,0.215,149.456,0.182
0wiyEXjLIGSZP4kp2eydHE,0.389,0.396,0.983,0.444,0.951,-4.186,0.0874,124.933,0.339
1JWXoQOiXa7MTcoKanldTG,0.383,0.492,0.844,0.0,0.965,-11.273,0.0553,135.145,0.567
5y4NgT1FSMjBzXMEzweGl3,0.676,0.536,0.303,0.00661,0.192,-11.531,0.027,139.427,0.186
0Qbw6yvRwExkoayLvneMZc,0.0979,0.507,0.937,0.109,0.938,-7.252,0.0708,116.137,0.58
3FhKRkEcSpQfvTqDd6BoL2,0.0197,0.182,0.972,0.000106,0.865,-5.927,0.191,190.049,0.173
1zvR1HuDjsT92fE2BbcWAt,0.782,0.557,0.796,0.812,0.442,-9.312,0.0368,88.698,0.779
7xAGRirjztp52eEZRABUo5,0.205,0.397,0.858,0.396,0.387,-7.034,0.0409,106.948,0.826
5luzXfj6IfXGB0saqPeh8b,0.0679,0.415,0.669,0.000102,0.966,-8.941,0.051,101.063,0.473
46V9MPru30sxywCggIQesf,0.0149,0.433,0.899,0.0,0.505,-6.651,0.106,94.548,0.609
3n7zqQtyyTXtBqNKudGKwO,0.339,0.245,0.965,0.537,0.96,-5.666,0.0615,169.329,0.51
6uyDqL59dMkpvQLsN8m87B,0.746,0.295,0.74,0.000341,0.978,-10.925,0.101,104.294,0.357
1motWyf00Bqa7uEfkX7m70,0.0387,0.383,0.954,0.00294,0.401,-3.659,0.0734,108.597,0.689
4fuSXL9NQq23d2c3vLt1HY,0.149,0.358,0.723,0.0691,0.0874,-8.688,0.0597,181.658,0.686
2RxLdgkHPUbUeK0XjkTxjq,0.269,0.312,0.961,0.261,0.964,-6.426,0.129,150.904,0.345
6o8JXE4kaydZ1AqmXLE5ir,0.0977,0.455,0.916,0.0829,0.943,-8.238,0.0878,131.181,0.32
5xiMDQf7ysPYUkms02m3T9,0.458,0.388,0.602,4.43e-05,0.772,-9.214,0.0325,74.899,0.245
7ewRh01tlbUl3vBSMaV1Rv,0.757,0.387,0.665,0.714,0.0974,-7.49,0.0347,126.789,0.194
3rNTjyvxae83nJCLMxoVSW,0.118,0.524,0.946,0.089,0.111,-3.123,0.061,128.759,0.746
2Xg97prjjBqR7VheFiT830,0.0736,0.663,0.551,0.00136,0.207,-10.317,0.0391,126.251,0.748
1ZBnd9Z80QPQ58BaL5OWlP,0.54,0.583,0.889,0.27,0.0995,-4.532,0.0994,106.666,0.598
6qoTBE0CCWUlfxCyfXA8PH,0.009,0.51,0.716,0.12,0.296,-9.858,0.0457,152.378,0.947
2P72hkbofDmD4Etz2eqPO2,0.363,0.791,0.779,0.0,0.0742,-7.971,0.0681,97.058,0.829
194KdHkJLC3iza3yhaa3eE,0.0147,0.475,0.725,0.149,0.245,-8.741,0.0537,87.655,0.911
4EaHhUu7bZATp4W7IAwOqD,0.0495,0.711,0.636,0.674,0.0806,-9.935,0.0457,117.807,0.784
2DLnVXA7SXLu7jagED0yjh,0.038,0.668,0.69,0.909,0.237,-7.794,0.0287,97.697,0.96
2rBo6CIB4gp0wASTHCtWpf,0.0225,0.285,0.902,0.0,0.714,-7.919,0.0732,144.676,0.686
3hGfQArBNlXATkpjcfg7ai,0.249,0.417,0.851,0.124,0.2,-4.832,0.0324,97.712,0.537
2J2MUAUrzGUEBB7kyUeURg,0.401,0.248,0.826,0.00123,0.201,-6.529,0.0637,183.628,0.388
6tkc9ymcI305zNBrYVNZlt,0.0555,0.646,0.818,0.18,0.109,-8.963,0.0422,143.054,0.942
6362zAWHGgbrQaoeCFZpuO,0.437,0.382,0.997,0.95,0.617,-1.568,0.188,162.428,0.563
75F2uIpHZAWolnnvzuWQyv,0.67,0.323,0.771,0.000179,0.944,-6.199,0.059,74.609,0.378
2Y3ZiT0koRQYn1hQUYn9be,0.0901,0.377,0.985,0.0482,0.972,-2.68,0.0548,140.657,0.458
58lPXUwwQImFwTbxJXcj9k,0.0225,0.543,0.7,0.867,0.108,-8.144,0.0306,142.334,0.944
2h0AheQNR5WUgpFBBV8WeC,0.14,0.334,0.922,0.849,0.788,-5.248,0.0577,167.806,0.391
5pCxbLU4VTA064974GKU7y,0.453,0.281,0.993,0.888,0.823,-3.786,0.154,144.554,0.11
4LSyTg4sm3N99Pcckw9zjf,0.102,0.355,0.887,0.0142,0.1,-3.085,0.107,204.098,0.649
28dGrMyDEuFruaxx9hK0VS,0.0896,0.38,0.97,4.93e-06,0.942,-5.146,0.101,105.544,0.417
51u554Q943wUHm43Ob4DwV,0.0296,0.421,0.943,1.12e-05,0.979,-5.353,0.0795,112.146,0.406
0uyhzYLrea2F9PQNbDWKan,0.241,0.287,0.984,0.907,0.952,-4.119,0.113,142.555,0.112
4ueYPjRGPCbgbuqxVJbxA9,0.00788,0.33,0.938,0.0613,0.963,-3.834,0.0575,141.378,0.505
5EFRmbGViZgAAgkkHSTDrV,0.514,0.241,0.902,0.0241,0.95,-4.663,0.0954,176.337,0.384
0XCEjoymU5mjVU4J2TlDnP,0.241,0.419,0.945,0.0476,0.97,-3.609,0.0741,119.245,0.564
0pi47jS9mOcEdd5roll4cA,0.455,0.357,0.994,0.855,0.8,-3.642,0.187,136.054,0.146
544rOvYyGJXGF2iV164GTz,0.337,0.245,0.783,0.00109,0.874,-7.691,0.0552,177.205,0.493
7ub0bcGVfcw6mSjd2qpDqT,0.429,0.694,0.681,1.28e-05,0.099,-9.257,0.0371,117.521,0.805
1Jhm2dD5clKvRQffs2EZ0s,0.00938,0.313,0.912,0.0,0.902,-6.978,0.0605,105.424,0.493
0ajNQP8p0PHCZ5x1oisQp7,0.531,0.382,0.53,0.336,0.684,-6.432,0.0311,120.347,0.251
00hKh3kUrEgNSwPdfCmu2X,0.14,0.299,0.959,0.122,0.935,-3.51,0.119,126.374,0.338
1J7iDUyaRvNLjNYoCTtkLm,0.321,0.358,0.685,0.0578,0.784,-6.037,0.0376,173.597,0.725
4LW3JaAze7gF8DpPBb2zzl,0.0702,0.586,0.968,0.00487,0.305,-3.312,0.0477,133.936,0.891
02oaGudlkBJXYqH8LBPxbZ,0.34,0.747,0.835,0.733,0.0281,-7.04,0.0324,123.456,0.963
2ec5qFvc6NV42jpti6ZXIJ,0.393,0.286,0.935,0.00439,0.808,-6.651,0.323,148.049,0.279
1xdRCijAItQAUhs8CCqJLN,0.704,0.51,0.918,1.19e-05,0.428,-8.36,0.153,113.995,0.552
7xMlbMl0srj9TRtfyx3Zl1,0.274,0.412,0.853,9.25e-05,0.708,-6.793,0.0607,107.327,0.527
3MYRZTksvcgx7TX0VOMpbu,0.364,0.681,0.716,0.222,0.899,-8.926,0.0285,141.523,0.969
3nEOcJ5q5sJvWuBDsb0k7k,0.125,0.348,0.641,0.189,0.17,-10.159,0.0406,182.276,0.522
0WpZfMNsNhiEJ8RSLyjElp,0.061,0.72,0.867,0.0297,0.385,-5.871,0.039,127.329,0.847
6x0uoqrntrFEMxlceTJ7Ns,0.412,0.334,0.936,0.733,0.969,-5.637,0.0859,143.72,0.393
6frZjwqP8lefjrzFI55gMB,0.183,0.478,0.975,0.023,0.683,-4.751,0.113,137.074,0.42
184BvksyZna7EynO2ngV9h,0.0743,0.188,0.957,0.00234,0.965,-4.337,0.21,144.547,0.385
1d5cfx5M6eLEjtueSBHCEH,0.111,0.404,0.828,1.48e-05,0.374,-7.408,0.0999,147.663,0.57
7sfRqQ1nG7j6hfanEdhm0p,0.00993,0.367,0.861,0.00014,0.484,-6.251,0.0764,152.419,0.391
4vnF9EvCsHrsrjegaiZA0T,0.357,0.337,0.357,1.43e-06,0.607,-10.567,0.0635,78.897,0.0493
0H8PXIWpXF6oTdlhRgSA6Q,0.25,0.527,0.552,0.000797,0.349,-8.38,0.0246,90.529,0.589
2rFoyoRGNu5XiHngfVLpKL,0.23,0.34,0.922,0.076,0.749,-8.405,0.154,185.161,0.343
7ASfPodLK3rEKgUvyE8T87,0.514,0.385,0.73,1.94e-06,0.815,-8.582,0.0418,107.128,0.482
1DVtM2KUN7MxZAQXoJBeCd,0.0771,0.462,0.911,6.43e-05,0.872,-3.932,0.0888,110.192,0.596
0qqeOcdodAQuwTsIIejkqP,0.0524,0.359,0.922,0.486,0.297,-8.065,0.106,167.926,0.68
6vQ7eX1j49Bb8hucYXGeL8,0.118,0.512,0.763,0.756,0.0983,-6.923,0.0496,82.189,0.695
5KpNaN2onUWE5ap1tJEb0M,0.0039,0.37,0.957,9.44e-05,0.964,-5.741,0.101,119.247,0.365
7yTr94YYbySmuw6P5Hgr4m,0.351,0.456,0.958,0.0,0.895,-6.413,0.0671,136.371,0.539
6oAfRCJrtwoaAS8UySiTo7,0.0193,0.511,0.779,0.719,0.273,-7.122,0.0426,125.223,0.752
1u0kS2ZMHHSuPiadDJ0eyk,0.0355,0.277,0.813,0.0664,0.257,-6.653,0.0413,160.87,0.68
6Kr0vqJm3z7TSSSXPEOzYu,0.338,0.581,0.809,0.704,0.0561,-9.05,0.0321,105.625,0.932
1ijqpBC7Yqc4kWx963ZePf,0.377,0.229,0.985,0.0322,0.713,-4.765,0.156,137.867,0.164
6gzgK1M1sfkMSxoOFb3IBi,0.221,0.372,0.926,0.0365,0.153,-5.596,0.085,116.1,0.585
1mPsCHQvUzsldTHH27vITU,0.115,0.421,0.957,0.0246,0.894,-4.281,0.0869,137.17,0.584
71CaTm2R0SY0TcB4mQlnUr,0.024,0.407,0.966,0.0525,0.947,-2.822,0.0594,141.578,0.53
7e9uwVCDFBLRVwXAltjvHB,0.22,0.468,0.946,0.0269,0.381,-4.014,0.0399,139.318,0.674
39GLtQO2DmRL5jZAm4nqOt,0.0475,0.276,0.975,0.016,0.627,-4.848,0.145,140.232,0.332
27E1BXHUR9KgGzUZ4PQPxh,0.0218,0.444,0.933,0.928,0.916,-5.228,0.0733,76.873,0.533
38v7hBaLB8aYABWXEYBr0U,0.00712,0.44,0.918,0.82,0.767,-5.533,0.0788,115.799,0.436
7niWhPJbgMhrbAVIRrtueM,0.237,0.653,0.822,0.0101,0.312,-9.406,0.0404,123.379,0.621
5lDoJcPX7dCfzQW31x8fLP,0.0514,0.692,0.52,0.687,0.137,-11.649,0.0386,126.58,0.695
4ARjm6lfY3KE8TiKOAyRwx,0.00996,0.59,0.912,0.0909,0.146,-8.608,0.0484,148.513,0.88
4GPEbpULg5e1Sul9ffrOUo,0.49,0.439,0.982,0.00958,0.835,-4.034,0.144,141.422,0.416
0psaJz21V9Zdlld8NHcMN6,0.202,0.549,0.613,2.49e-06,0.118,-7.945,0.0337,115.735,0.645
3HrKFXlEeZBhp5DIZCrUH3,0.865,0.153,0.989,0.941,0.962,-4.348,0.19,134.689,0.0369
6eyA3FrLJSnqQUKA7n6GSt,0.0957,0.401,0.904,0.255,0.743,-7.721,0.0721,164.776,0.555
2YQiiaTmqDqivlEUJ5PFAs,0.0253,0.223,0.745,0.133,0.87,-5.445,0.0361,168.968,0.496
6LgQ0nC6YyY4jBwXdwGQj8,0.771,0.436,0.477,0.0117,0.813,-6.915,0.0329,124.826,0.24
3YDCIgxHxZYMD3FpK7vDqy,0.159,0.446,0.979,0.668,0.833,-6.229,0.113,117.201,0.299
79WmJqppHiyEeJ6S4EY4iG,0.898,0.345,0.946,0.0514,0.732,-10.683,0.425,78.893,0.0316
0qE533TuMc4anhAMPREZ19,0.355,0.623,0.462,1.84e-05,0.111,-12.077,0.0297,102.607,0.609
6INlu2pIhP2xjteJhcJfqr,0.0971,0.214,0.958,0.00359,0.935,-4.262,0.114,76.239,0.135
4IwZX2rQrKVKzRVqjCvv3R,0.00471,0.492,0.997,0.0056,0.361,-2.922,0.0995,144.511,0.449
2A90ThtXEYdszhTg9L3cRG,0.391,0.395,0.973,0.217,0.723,-5.088,0.103,93.161,0.299
0rbRmJij0CAEO9lGIAC37I,0.574,0.363,0.752,0.0449,0.942,-6.694,0.0536,76.132,0.353
47jWLWOPCvw01CCLB748GF,0.268,0.33,0.949,0.0225,0.794,-4.731,0.187,127.695,0.316
3wZ3RsJLRC0fqD9aS7M9ep,0.0623,0.486,0.664,5.94e-05,0.284,-5.317,0.028,73.69,0.375
4NS9X69Qct0IObCiHcWTex,0.231,0.609,0.858,0.00745,0.475,-9.093,0.0621,117.271,0.882
0jCvKMfgaIARwEZzO0tjPs,0.0935,0.377,0.962,0.0066,0.885,-4.787,0.161,135.163,0.319
4Mot6dnCRYEU0WbaqqYIvZ,0.252,0.273,0.991,0.0531,0.961,-4.201,0.137,146.011,0.153
1N6uLXDF2dCLY3dvIQdVAE,0.165,0.675,0.933,0.0106,0.0762,-4.49,0.0919,105.379,0.697
6AlD6jYja3dMzzWYahm5rS,0.0443,0.517,0.978,0.846,0.882,-7.116,0.13,138.562,0.263
2oKcd4rsBp4535g7bAtAef,0.187,0.185,0.911,0.883,0.556,-6.811,0.0719,183.61,0.26
5aFATYgESmg4UYuOdKjyOr,0.0278,0.372,0.978,0.107,0.97,-4.341,0.141,136.245,0.255
4wdy9PVShHKMKIsxSvPrxW,0.24,0.44,0.971,0.731,0.914,-4.499,0.0777,131.139,0.698
38T6IwDvXGaf3YdqoRlokG,0.198,0.362,0.965,0.0,0.76,-2.958,0.0744,131.353,0.322
4NzaiJ4seaVHFREN51oTiR,0.16,0.624,0.775,0.714,0.38,-9.074,0.0436,114.447,0.82
49faFxZuSPXOt1GB18oJi0,0.213,0.578,0.861,0.804,0.426,-9.917,0.0578,142.874,0.778
2TWnpzmK2H1CptpsIANCKR,0.298,0.615,0.282,0.0221,0.147,-13.611,0.0268,87.42,0.201
0M7e8MUFjyFkVLuRmjTiql,0.000866,0.511,0.955,0.86,0.814,-8.749,0.0945,122.436,0.525
5IGkRhYYlfgDizG3czcfyy,0.00418,0.333,0.992,1.8e-05,0.188,-7.349,0.141,173.877,0.239
1u3fxt3vdr5wIm1sDZjaHD,0.0143,0.454,0.938,0.000236,0.941,-3.995,0.0531,101.745,0.372
3C9tsXCZkf4TN7vGypIOpc,0.328,0.333,0.944,0.00407,0.984,-8.327,0.238,150.889,0.338
